name,type,latitude,longitude,flight_id,order
TREXX,Waypoint,32.7077222,-97.0301389,ASH5818-1487312731-airline-0362,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5818-1487312731-airline-0362,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5818-1487312731-airline-0362,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5818-1487312731-airline-0362,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5818-1487312731-airline-0362,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5818-1487312731-airline-0362,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5818-1487312731-airline-0362,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5818-1487312731-airline-0362,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5818-1487312731-airline-0362,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5818-1487312731-airline-0362,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5818-1487312731-airline-0362,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5818-1487312731-airline-0362,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5818-1487312731-airline-0362,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5818-1487312731-airline-0362,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5818-1487312731-airline-0362,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5818-1487312731-airline-0362,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5818-1487312731-airline-0362,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5818-1487312731-airline-0362,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5818-1487312731-airline-0362,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5818-1487312731-airline-0362,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5818-1487312731-airline-0362,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5818-1487312731-airline-0362,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5818-1487312731-airline-0362,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5818-1487312731-airline-0362,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5818-1487312731-airline-0362,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5818-1487312731-airline-0362,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5818-1487312731-airline-0362,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5818-1487312731-airline-0362,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5818-1487312731-airline-0362,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5818-1487312731-airline-0362,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5818-1487312731-airline-0362,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5818-1487312731-airline-0362,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5818-1487312731-airline-0362,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5818-1487312731-airline-0362,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5818-1487312731-airline-0362,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5818-1487312731-airline-0362,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5818-1487312731-airline-0362,18
KMEM,Origin Airport,35.0424167,-89.9766667,SWA862-1487399283-airline-0538,0
BEEAL,Waypoint,35.1436667,-90.0381111,SWA862-1487399283-airline-0538,1
PRYMD,Waypoint,35.1467222,-90.141,SWA862-1487399283-airline-0538,2
RICKX,Waypoint,35.1082778,-90.2378333,SWA862-1487399283-airline-0538,3
PEPOC,Waypoint,34.9044167,-90.7295833,SWA862-1487399283-airline-0538,4
CHLDR,Waypoint,34.8935,-90.8013056,SWA862-1487399283-airline-0538,5
ANSWA,Waypoint,34.7409722,-91.7758056,SWA862-1487399283-airline-0538,6
DHART,Reporting Point,33.3978167,-92.419325,SWA862-1487399283-airline-0538,7
KAMEN,Reporting Point,32.6694861,-92.552075,SWA862-1487399283-airline-0538,8
SWB,VOR-DME (NAVAID),31.9731944,-92.6770889,SWA862-1487399283-airline-0538,9
SWB,VOR-DME (NAVAID),31.9731944,-92.6770833,SWA862-1487399283-airline-0538,10
JMIKE,Waypoint,30.7833333,-93.8156944,SWA862-1487399283-airline-0538,11
ZEBBB,Waypoint,30.6214444,-93.9669444,SWA862-1487399283-airline-0538,12
WAPPL,Reporting Point,30.2318889,-94.3306389,SWA862-1487399283-airline-0538,13
WLMOR,Waypoint,30.1529722,-94.6251944,SWA862-1487399283-airline-0538,14
HUDZY,Reporting Point,30.1035556,-94.8088056,SWA862-1487399283-airline-0538,15
CLWSN,Reporting Point,30.0737222,-94.9188333,SWA862-1487399283-airline-0538,16
SWWAA,Reporting Point,30.00875,-95.1570556,SWA862-1487399283-airline-0538,17
PUSHN,Waypoint,29.8605,-95.2005,SWA862-1487399283-airline-0538,18
BUGZY,Waypoint,29.76225,-95.2312778,SWA862-1487399283-airline-0538,19
PRTCH,Waypoint,29.7231944,-95.2433056,SWA862-1487399283-airline-0538,20
SHUUG,Waypoint,29.5637222,-95.24175,SWA862-1487399283-airline-0538,21
EMARR,Waypoint,29.5400833,-95.2687778,SWA862-1487399283-airline-0538,22
KMDW,Destination Airport,41.7859722,-87.7524167,SWA862-1487399283-airline-0538,23
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5792-1487399166-airline-0051,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5792-1487399166-airline-0051,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5792-1487399166-airline-0051,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5792-1487399166-airline-0051,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5792-1487399166-airline-0051,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5792-1487399166-airline-0051,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5792-1487399166-airline-0051,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5792-1487399166-airline-0051,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5792-1487399166-airline-0051,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5792-1487399166-airline-0051,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5792-1487399166-airline-0051,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5792-1487399166-airline-0051,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5792-1487399166-airline-0051,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5792-1487399166-airline-0051,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5792-1487399166-airline-0051,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5792-1487399166-airline-0051,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5792-1487399166-airline-0051,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5792-1487399166-airline-0051,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5792-1487399166-airline-0051,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5792-1487399166-airline-0051,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5792-1487399166-airline-0051,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5792-1487399166-airline-0051,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5792-1487399166-airline-0051,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5792-1487399166-airline-0051,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5792-1487399166-airline-0051,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5792-1487399166-airline-0051,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5792-1487399166-airline-0051,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5792-1487399166-airline-0051,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5792-1487399166-airline-0051,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5792-1487399166-airline-0051,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5792-1487399166-airline-0051,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5792-1487399166-airline-0051,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5792-1487399166-airline-0051,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5792-1487399166-airline-0051,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5792-1487399166-airline-0051,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5792-1487399166-airline-0051,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5792-1487399166-airline-0051,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5792-1487399166-airline-0051,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5941-1487399155-airline-0333,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5941-1487399155-airline-0333,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5941-1487399155-airline-0333,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5941-1487399155-airline-0333,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5941-1487399155-airline-0333,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5941-1487399155-airline-0333,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5941-1487399155-airline-0333,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5941-1487399155-airline-0333,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5941-1487399155-airline-0333,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5941-1487399155-airline-0333,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5941-1487399155-airline-0333,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5941-1487399155-airline-0333,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5941-1487399155-airline-0333,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5941-1487399155-airline-0333,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5941-1487399155-airline-0333,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5941-1487399155-airline-0333,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5941-1487399155-airline-0333,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5941-1487399155-airline-0333,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5941-1487399155-airline-0333,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5941-1487399155-airline-0333,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5941-1487399155-airline-0333,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5941-1487399155-airline-0333,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5941-1487399155-airline-0333,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5941-1487399155-airline-0333,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5941-1487399155-airline-0333,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5941-1487399155-airline-0333,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5941-1487399155-airline-0333,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5941-1487399155-airline-0333,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5941-1487399155-airline-0333,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5941-1487399155-airline-0333,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5941-1487399155-airline-0333,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5941-1487399155-airline-0333,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5941-1487399155-airline-0333,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5941-1487399155-airline-0333,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5941-1487399155-airline-0333,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5941-1487399155-airline-0333,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5941-1487399155-airline-0333,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5941-1487399155-airline-0333,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASQ2786-1487399166-airline-0053,0
TREXX,Waypoint,32.7077222,-97.0301389,ASQ2786-1487399166-airline-0053,1
DALBY,Waypoint,32.6081111,-96.9791389,ASQ2786-1487399166-airline-0053,2
NEAPS,Waypoint,32.55,-96.9716944,ASQ2786-1487399166-airline-0053,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASQ2786-1487399166-airline-0053,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASQ2786-1487399166-airline-0053,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASQ2786-1487399166-airline-0053,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASQ2786-1487399166-airline-0053,7
EEVAH,Waypoint,30.68225,-96.4544167,ASQ2786-1487399166-airline-0053,8
BEANE,Waypoint,30.6051389,-96.4207778,ASQ2786-1487399166-airline-0053,9
CAASE,Waypoint,30.4209167,-96.3199167,ASQ2786-1487399166-airline-0053,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASQ2786-1487399166-airline-0053,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASQ2786-1487399166-airline-0053,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASQ2786-1487399166-airline-0053,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASQ2786-1487399166-airline-0053,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASQ2786-1487399166-airline-0053,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASQ2786-1487399166-airline-0053,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASQ2786-1487399166-airline-0053,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASQ2786-1487399166-airline-0053,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASQ2786-1487399166-airline-0053,0
TREXX,Waypoint,32.7077222,-97.0301389,ASQ2786-1487399166-airline-0053,1
DALBY,Waypoint,32.6081111,-96.9791389,ASQ2786-1487399166-airline-0053,2
NEAPS,Waypoint,32.55,-96.9716944,ASQ2786-1487399166-airline-0053,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASQ2786-1487399166-airline-0053,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASQ2786-1487399166-airline-0053,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASQ2786-1487399166-airline-0053,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASQ2786-1487399166-airline-0053,7
EEVAH,Waypoint,30.68225,-96.4544167,ASQ2786-1487399166-airline-0053,8
BEANE,Waypoint,30.6051389,-96.4207778,ASQ2786-1487399166-airline-0053,9
CAASE,Waypoint,30.4209167,-96.3199167,ASQ2786-1487399166-airline-0053,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASQ2786-1487399166-airline-0053,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASQ2786-1487399166-airline-0053,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASQ2786-1487399166-airline-0053,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASQ2786-1487399166-airline-0053,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASQ2786-1487399166-airline-0053,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASQ2786-1487399166-airline-0053,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASQ2786-1487399166-airline-0053,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASQ2786-1487399166-airline-0053,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASQ2786-1487399166-airline-0053,0
TREXX,Waypoint,32.7077222,-97.0301389,ASQ2786-1487399166-airline-0053,1
DALBY,Waypoint,32.6081111,-96.9791389,ASQ2786-1487399166-airline-0053,2
NEAPS,Waypoint,32.55,-96.9716944,ASQ2786-1487399166-airline-0053,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASQ2786-1487399166-airline-0053,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASQ2786-1487399166-airline-0053,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASQ2786-1487399166-airline-0053,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASQ2786-1487399166-airline-0053,7
EEVAH,Waypoint,30.68225,-96.4544167,ASQ2786-1487399166-airline-0053,8
BEANE,Waypoint,30.6051389,-96.4207778,ASQ2786-1487399166-airline-0053,9
CAASE,Waypoint,30.4209167,-96.3199167,ASQ2786-1487399166-airline-0053,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASQ2786-1487399166-airline-0053,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASQ2786-1487399166-airline-0053,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASQ2786-1487399166-airline-0053,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASQ2786-1487399166-airline-0053,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASQ2786-1487399166-airline-0053,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASQ2786-1487399166-airline-0053,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASQ2786-1487399166-airline-0053,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASQ2786-1487399166-airline-0053,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASQ2786-1487399166-airline-0053,0
TREXX,Waypoint,32.7077222,-97.0301389,ASQ2786-1487399166-airline-0053,1
DALBY,Waypoint,32.6081111,-96.9791389,ASQ2786-1487399166-airline-0053,2
NEAPS,Waypoint,32.55,-96.9716944,ASQ2786-1487399166-airline-0053,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASQ2786-1487399166-airline-0053,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASQ2786-1487399166-airline-0053,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASQ2786-1487399166-airline-0053,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASQ2786-1487399166-airline-0053,7
EEVAH,Waypoint,30.68225,-96.4544167,ASQ2786-1487399166-airline-0053,8
BEANE,Waypoint,30.6051389,-96.4207778,ASQ2786-1487399166-airline-0053,9
CAASE,Waypoint,30.4209167,-96.3199167,ASQ2786-1487399166-airline-0053,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASQ2786-1487399166-airline-0053,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASQ2786-1487399166-airline-0053,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASQ2786-1487399166-airline-0053,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASQ2786-1487399166-airline-0053,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASQ2786-1487399166-airline-0053,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASQ2786-1487399166-airline-0053,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASQ2786-1487399166-airline-0053,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASQ2786-1487399166-airline-0053,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5727-1487399165-airline-0164,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5727-1487399165-airline-0164,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5727-1487399165-airline-0164,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5727-1487399165-airline-0164,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5727-1487399165-airline-0164,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5727-1487399165-airline-0164,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5727-1487399165-airline-0164,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5727-1487399165-airline-0164,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5727-1487399165-airline-0164,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5727-1487399165-airline-0164,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5727-1487399165-airline-0164,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5727-1487399165-airline-0164,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5727-1487399165-airline-0164,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5727-1487399165-airline-0164,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5727-1487399165-airline-0164,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5727-1487399165-airline-0164,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5727-1487399165-airline-0164,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5727-1487399165-airline-0164,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5727-1487399165-airline-0164,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5727-1487399165-airline-0164,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5727-1487399165-airline-0164,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5727-1487399165-airline-0164,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5727-1487399165-airline-0164,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5727-1487399165-airline-0164,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5727-1487399165-airline-0164,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5727-1487399165-airline-0164,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5727-1487399165-airline-0164,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5727-1487399165-airline-0164,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5727-1487399165-airline-0164,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5727-1487399165-airline-0164,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5727-1487399165-airline-0164,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5727-1487399165-airline-0164,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5727-1487399165-airline-0164,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5727-1487399165-airline-0164,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5727-1487399165-airline-0164,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5727-1487399165-airline-0164,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5727-1487399165-airline-0164,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5727-1487399165-airline-0164,18
KDFW,Origin Airport,32.8972316,-97.0376949,ASH5727-1487399165-airline-0164,0
TREXX,Waypoint,32.7077222,-97.0301389,ASH5727-1487399165-airline-0164,1
DALBY,Waypoint,32.6081111,-96.9791389,ASH5727-1487399165-airline-0164,2
NEAPS,Waypoint,32.55,-96.9716944,ASH5727-1487399165-airline-0164,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ASH5727-1487399165-airline-0164,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ASH5727-1487399165-airline-0164,5
NNEAL,Waypoint,31.1965833,-96.6796944,ASH5727-1487399165-airline-0164,6
MMAXX,Waypoint,30.8930556,-96.5464444,ASH5727-1487399165-airline-0164,7
EEVAH,Waypoint,30.68225,-96.4544167,ASH5727-1487399165-airline-0164,8
BEANE,Waypoint,30.6051389,-96.4207778,ASH5727-1487399165-airline-0164,9
CAASE,Waypoint,30.4209167,-96.3199167,ASH5727-1487399165-airline-0164,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ASH5727-1487399165-airline-0164,11
SNIFY,Waypoint,30.1576667,-96.1806667,ASH5727-1487399165-airline-0164,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ASH5727-1487399165-airline-0164,13
RVEEE,Waypoint,29.8271111,-95.9950556,ASH5727-1487399165-airline-0164,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ASH5727-1487399165-airline-0164,15
GLUVR,Waypoint,29.6521944,-95.8807222,ASH5727-1487399165-airline-0164,16
GEEEO,Waypoint,29.4803333,-95.6489722,ASH5727-1487399165-airline-0164,17
KHOU,Destination Airport,29.6454167,-95.2788889,ASH5727-1487399165-airline-0164,18
KATL,Origin Airport,33.6366996,-84.427864,SWA1632-1487399281-airline-0930,0
HRSHL,Waypoint,33.6827778,-84.2795556,SWA1632-1487399281-airline-0930,1
KLEGG,Waypoint,33.8125,-84.28,SWA1632-1487399281-airline-0930,2
COBBB,Waypoint,33.8148333,-84.5256111,SWA1632-1487399281-airline-0930,3
KAJIN,Waypoint,33.5496667,-85.2244722,SWA1632-1487399281-airline-0930,4
STNGA,Waypoint,33.1176389,-87.4535278,SWA1632-1487399281-airline-0930,5
WINAP,RNAV,32.6333333,-89.3655556,SWA1632-1487399281-airline-0930,6
DOOMS,RNAV,31.8855556,-91.1655556,SWA1632-1487399281-airline-0930,7
AEX,VOR-TAC (NAVAID),31.2567289,-92.5009753,SWA1632-1487399281-airline-0930,8
AEX,VOR-TAC (NAVAID),31.2567222,-92.5009722,SWA1632-1487399281-airline-0930,9
BRWCK,Reporting Point,30.5871111,-93.7060278,SWA1632-1487399281-airline-0930,10
WAPPL,Reporting Point,30.2318889,-94.3306389,SWA1632-1487399281-airline-0930,11
WLMOR,Waypoint,30.1529722,-94.6251944,SWA1632-1487399281-airline-0930,12
HUDZY,Reporting Point,30.1035556,-94.8088056,SWA1632-1487399281-airline-0930,13
CLWSN,Reporting Point,30.0737222,-94.9188333,SWA1632-1487399281-airline-0930,14
SWWAA,Reporting Point,30.00875,-95.1570556,SWA1632-1487399281-airline-0930,15
PUSHN,Waypoint,29.8605,-95.2005,SWA1632-1487399281-airline-0930,16
BUGZY,Waypoint,29.76225,-95.2312778,SWA1632-1487399281-airline-0930,17
PRTCH,Waypoint,29.7231944,-95.2433056,SWA1632-1487399281-airline-0930,18
SHUUG,Waypoint,29.5637222,-95.24175,SWA1632-1487399281-airline-0930,19
EMARR,Waypoint,29.5400833,-95.2687778,SWA1632-1487399281-airline-0930,20
KHOU,Destination Airport,29.6454167,-95.2788889,SWA1632-1487399281-airline-0930,21
KDFW,Origin Airport,32.8972316,-97.0376949,ENY3382-1487399154-airline-0178,0
TREXX,Waypoint,32.7077222,-97.0301389,ENY3382-1487399154-airline-0178,1
DALBY,Waypoint,32.6081111,-96.9791389,ENY3382-1487399154-airline-0178,2
NEAPS,Waypoint,32.55,-96.9716944,ENY3382-1487399154-airline-0178,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ENY3382-1487399154-airline-0178,4
ELLVR,Reporting Point,31.7081111,-96.8378056,ENY3382-1487399154-airline-0178,5
NNEAL,Waypoint,31.1965833,-96.6796944,ENY3382-1487399154-airline-0178,6
MMAXX,Waypoint,30.8930556,-96.5464444,ENY3382-1487399154-airline-0178,7
EEVAH,Waypoint,30.68225,-96.4544167,ENY3382-1487399154-airline-0178,8
BEANE,Waypoint,30.6051389,-96.4207778,ENY3382-1487399154-airline-0178,9
CAASE,Waypoint,30.4209167,-96.3199167,ENY3382-1487399154-airline-0178,10
KIDDZ,Reporting Point,30.2236111,-96.2157778,ENY3382-1487399154-airline-0178,11
SNIFY,Waypoint,30.1576667,-96.1806667,ENY3382-1487399154-airline-0178,12
QTRBK,Reporting Point,30.0598333,-96.1283333,ENY3382-1487399154-airline-0178,13
RVEEE,Waypoint,29.8271111,-95.9950556,ENY3382-1487399154-airline-0178,14
AAHZZ,Waypoint,29.7309167,-95.9316667,ENY3382-1487399154-airline-0178,15
GLUVR,Waypoint,29.6521944,-95.8807222,ENY3382-1487399154-airline-0178,16
GEEEO,Waypoint,29.4803333,-95.6489722,ENY3382-1487399154-airline-0178,17
KHOU,Destination Airport,29.6454167,-95.2788889,ENY3382-1487399154-airline-0178,18
KDFW,Origin Airport,32.8972316,-97.0376949,ENY3382-1487399154-airline-0178,0
TREXX,Waypoint,32.7077222,-97.0301389,ENY3382-1487399154-airline-0178,1
DALBY,Waypoint,32.6081111,-96.9791389,ENY3382-1487399154-airline-0178,2
NEAPS,Waypoint,32.55,-96.9716944,ENY3382-1487399154-airline-0178,3
ARDIA,Reporting Point,32.2850833,-96.9378611,ENY3382-1487399154-airline-0178,4
